standID;simulation;area;yCoord;xCoord;height;lakeIndex;seaIndex;ddy;maingroup;sitetype;specification;subgroup;mainspecies;NPV_3.0;NPV_3.2;NPV_3.4;NPV_3.6;NPV_3.8;NPV_4.0;NPV_4.2;NPV_4.4;NPV_4.6;NPV_4.8;NPV_5.0;NPV_5.2;NPV_5.4;NPV_5.6;NPV_5.8;NPV_6.0
optiStand;819;1;7215;451;50;0.04;0;1094;1;3;-99;2;2;25000.5293;24292.4434;23688.9043;23171.6172;22726.1387;22340.9219;22006.625;21715.6211;21461.6172;21239.3867;21044.5586;20873.4512;20722.9414;20590.375;20473.4805;20370.3066
