standID;simulation;area;yCoord;xCoord;height;lakeIndex;seaIndex;ddy;maingroup;sitetype;specification;subgroup;mainspecies;NPV_3.0;NPV_3.2;NPV_3.4;NPV_3.6;NPV_3.8;NPV_4.0;NPV_4.2;NPV_4.4;NPV_4.6;NPV_4.8;NPV_5.0;NPV_5.2;NPV_5.4;NPV_5.6;NPV_5.8;NPV_6.0
optiStand;243;1;6693.2;389.8;60;0.009;0.006;1394;1;2;-99;2;2;39724.0078;38432.2383;37313.293;36337.8594;35482.7891;34729.5469;34063.1406;33471.2852;32943.8516;32472.3789;32049.7754;31670.0371;31328.0547;31019.4512;30740.4609;30487.8184
