standID;simulation;area;yCoord;xCoord;height;lakeIndex;seaIndex;ddy;maingroup;sitetype;specification;subgroup;mainspecies;NPV_3.0;NPV_3.2;NPV_3.4;NPV_3.6;NPV_3.8;NPV_4.0;NPV_4.2;NPV_4.4;NPV_4.6;NPV_4.8;NPV_5.0;NPV_5.2;NPV_5.4;NPV_5.6;NPV_5.8;NPV_6.0
optiStand;918;1;6693.2;389.8;60;0.009;0.006;1394;1;3;-99;2;2;22531.0859;21737.1992;21032.8828;20403.5273;19837.5098;19325.4863;18859.9063;18434.5488;18044.2832;17684.8262;17352.5762;17044.4863;16757.9688;16490.7656;16240.9902;16006.9561
