standID;area;year;period;rotation;code;name1;name2;name3;amount;type;unitPrice;price;price3;price4;price5
optiStand;1;0;0;1;112;firstThinning;pulp;NorwaySpruce;54.0672;1;17.64;953.7451;;;
optiStand;1;0;0;1;312;firstThinning;saw;NorwaySpruce;169.735;1;55.56;9430.4786;;;
optiStand;1;11;3;1;122;thinning;pulp;NorwaySpruce;22.672;1;22.47;509.4389;;;
optiStand;1;11;3;1;322;thinning;saw;NorwaySpruce;75.0293;1;66.52;4990.9481;;;
optiStand;1;23;5;1;122;thinning;pulp;NorwaySpruce;23.436;1;22.47;526.6068;;;
optiStand;1;23;5;1;322;thinning;saw;NorwaySpruce;81.3883;1;66.52;5413.9483;;;
optiStand;1;33;7;1;122;thinning;pulp;NorwaySpruce;21.7489;1;22.47;488.6967;;;
optiStand;1;33;7;1;322;thinning;saw;NorwaySpruce;54.1163;1;66.52;3599.8193;;;
optiStand;1;42;9;1;122;thinning;pulp;NorwaySpruce;25.6394;1;22.47;576.1183;;;
optiStand;1;42;9;1;322;thinning;saw;NorwaySpruce;29.4499;1;66.52;1959.0047;;;
optiStand;1;52;11;1;122;thinning;pulp;NorwaySpruce;24.6965;1;22.47;554.9308;;;
optiStand;1;52;11;1;322;thinning;saw;NorwaySpruce;30.4253;1;66.52;2023.8918;;;
optiStand;1;62;13;1;122;thinning;pulp;NorwaySpruce;21.2949;1;22.47;478.496;;;
optiStand;1;62;13;1;322;thinning;saw;NorwaySpruce;46.9347;1;66.52;3122.0953;;;
optiStand;1;72;15;1;122;thinning;pulp;NorwaySpruce;18.2155;1;22.47;409.3033;;;
optiStand;1;72;15;1;322;thinning;saw;NorwaySpruce;53.6851;1;66.52;3571.1319;;;
optiStand;1;82;17;1;122;thinning;pulp;NorwaySpruce;20.4347;1;22.47;459.1675;;;
optiStand;1;82;17;1;322;thinning;saw;NorwaySpruce;51.1781;1;66.52;3404.3689;;;
optiStand;1;92;19;1;122;thinning;pulp;NorwaySpruce;19.6157;1;22.47;440.765;;;
optiStand;1;92;19;1;322;thinning;saw;NorwaySpruce;45.8171;1;66.52;3047.7534;;;
optiStand;1;102;20;1;122;thinning;pulp;NorwaySpruce;18.0106;1;22.47;404.6988;;;
optiStand;1;102;20;1;322;thinning;saw;NorwaySpruce;48.8601;1;66.52;3250.1739;;;
optiStand;1;112;20;1;122;thinning;pulp;NorwaySpruce;19.1929;1;22.47;431.2635;;;
optiStand;1;112;20;1;322;thinning;saw;NorwaySpruce;52.7928;1;66.52;3511.7744;;;
