standID;simulation;area;yCoord;xCoord;height;lakeIndex;seaIndex;ddy;maingroup;sitetype;specification;subgroup;mainspecies;NPV_3.0;NPV_3.2;NPV_3.4;NPV_3.6;NPV_3.8;NPV_4.0;NPV_4.2;NPV_4.4;NPV_4.6;NPV_4.8;NPV_5.0;NPV_5.2;NPV_5.4;NPV_5.6;NPV_5.8;NPV_6.0
optiStand;877;1;7215;451;50;0.04;0;1094;1;2;-99;2;2;22607.877;22079.3945;21601.4355;21167.3496;20771.6152;20409.5625;20077.207;19771.2129;19488.6406;19226.998;18984.1484;18758.1758;18547.4238;18350.4902;18166.0645;17993.0352
