standID;simulation;year;period;DomAge;DomHeight;Hg;BA;N;Dg;mainSpecies;vol;sawVol;pulpVol;biomass;geneticGainDbh;geneticGainH;geneticGainVol;Nretentiontrees;Nseedingtrees;mortalityCumulative;Diversity;decayStemVol;decayStemMass;decayStumpsMass;decayRootsMass;decayBranchesMass;decayRelVol_1;decayRelVol_2;decayRelVol_3;decayRelVol_4;decayRelVol_5;decayRelVol_6;decayRelVol_7;decayRelVol_8;decayRelVol_9;decayClass_1;decayClass_2;decayClass_3;decayClass_4;decayClass_5;decayClass_6;decayClass_7;decayClass_8;decayClass_9;decayVolAsp20;decayVolBL20;agePine;ageSpruce;ageDeciduous;baPine;baSpruce;baDeciduous;dgPine;dgSpruce;dgDeciduous;hgPine;hgSpruce;hgDeciduous;NPine;NSpruce;NDeciduous;volPine;volSpruce;VolDeciduous;n_1;n_2;n_3;n_4;n_5;n_6;n_7;n_8;n_9;ba_1;ba_2;ba_3;ba_4;ba_5;ba_6;ba_7;ba_8;ba_9;dg_1;dg_2;dg_3;dg_4;dg_5;dg_6;dg_7;dg_8;dg_9;saw_1;saw_2;saw_3;saw_4;saw_5;saw_6;saw_7;saw_8;saw_9;pulp_1;pulp_2;pulp_3;pulp_4;pulp_5;pulp_6;pulp_7;pulp_8;pulp_9;vol_1;vol_2;vol_3;vol_4;vol_5;vol_6;vol_7;vol_8;vol_9;bioTotUt;bioStemCommUt;bioStemWasteUt;bioBranchesLUt;bioBranchesDUt;bioFoliageUt;bioStumpsUt;bioRootsCUt;bioRootsFUt;bioTot12;bioStemComm12;bioStemWaste12;bioBranchesL12;bioBranchesD12;bioFoliage12;bioStumps12;bioRootsC12;bioRootsF12;bioTot3;bioStemComm3;bioStemWaste3;bioBranchesL3;bioBranchesD3;bioFoliage3;bioStumps3;bioRootsC3;bioRootsF3;bioTot4;bioStemComm4;bioStemWaste4;bioBranchesL4;bioBranchesD4;bioFoliage4;bioStumps4;bioRootsC4;bioRootsF4;RtnTreeAge;RtnTreeHdom;RtnTreeBA;RtnTreeN;RtnTreeDg;RtnTreeMSpec
optiStand;452;0;0;69;29.275;25.56;29.2;529.97;28.1;2;364;266.94;94.65;239.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;29.2;0;0;28.1;0;0;25.6;0;0;529.972;0;0;364.004;0;0;529.972;0;0;0;0;0;0;0;0;29.195;0;0;0;0;0;0;0;0;28.102;0;0;0;0;0;0;0;0;266.94;0;0;0;0;0;0;0;0;94.647;0;0;0;0;0;0;0;0;364.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239.388;149.742;1.001;24.916;5.022;15.613;9.335;33.759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
optiStand;452;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
optiStand;452;1;1;1;0.738;0;0;2000;0;2;0;0;0;1.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.457;0;0;0.359;0.009;0.457;0.098;0.535;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
optiStand;452;1;1;1;0.738;0;0;2000;0;2;0;0;0;1.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.457;0;0;0.359;0.009;0.457;0.098;0.535;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
optiStand;452;5;1;5;1.768;0;0.01;22030.05;0.48;2;0.01;0;0;9.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;1267.29;6806.404;13956.4;0;0;0;1267.29;6806.404;497.214;13194.369;62.657;20.212;0;0;181.908;0;0;0.001;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005;0;0;0;0;0;9.268;0;0;2.228;0.106;2.74;1.217;2.957;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
optiStand;452;5;1;5;1.768;0;0;2000;0.48;2;0;0;0;1.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.09;0;0;0.244;0.02;0.191;0.098;0.535;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
optiStand;452;10;2;10;4.413;0;1.56;9265.54;3.38;2;3.53;0;0;8.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;1.5;0.1;0;0;0;0;0;0;459.686;3743.436;5062.4;0.002;3.472;0.1;459.686;3743.436;180.355;4786.017;22.728;7.332;0;0;65.984;0.003;1.493;0.001;0.064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002;3.472;0.001;0.06;0;0;0;0;0;8.261;0;2.321;1.309;0.161;1.143;0.722;2.59;0.015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
optiStand;452;15;3;15;7.891;0;9;9259.7;7.04;2;31.81;0;0;44.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0.2;6.8;2;0;0;0;0;0;0;459.686;3737.606;5062.4;0.366;26.632;4.8;459.686;3737.606;180.355;4786.014;22.728;7.332;0;0;65.984;0.173;6.801;0.153;1.822;0.015;0.005;0;0;0.032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.366;26.632;0.43;4.243;0.043;0.012;0;0;0.079;44.133;0;29.602;2.665;0.63;2.208;1.677;7.292;0.057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
optiStand;452;17;4;17;9.099;7.24;11.52;5666.58;7.79;2;46.41;0;12.06;42.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;16.9;12;0.2;8.9;2.4;5;7.79;3.5266;4.5;7.7;5.6407;176.01;2304.96;3185.6;0.755;37.701;8;176.01;2304.96;137.238;3005.818;0;0;0;0;42.553;0.249;8.876;0.192;2.156;0;0;0;0;0.047;4.997;7.791;4.46;3.434;0;0;0;0;3.975;0;0;0;0;0;0;0;0;0;0;12.061;0;0;0;0;0;0;0;0.755;37.701;0.688;7.107;0;0;0;0;0.159;0;0;0;0;0;0;0;0;0;42.045;4.418;13.689;5.681;1.089;4.941;2.209;9.915;0.103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
optiStand;452;22;5;22;11.316;9.55;21.2;4258.41;10.67;2;105.09;0;69.32;85.67;0;0;0;0;0;3.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;22;17;0.3;16.6;4.3;7.19;10.67;5.4784;6.9;9.9;8.2744;83.643;2058.395;2116.4;1.246;85.598;18.2;83.643;2058.395;118.42;1978.475;0;0;0;0;19.476;0.308;16.551;0.37;3.914;0;0;0;0;0.057;7.185;10.669;6.511;5.37;0;0;0;0;6.223;0;0;0;0;0;0;0;0;0;0.739;68.007;0.576;0;0;0;0;0;0;1.246;85.598;1.703;16.294;0;0;0;0;0.252;0;0;0;0;0;0;0;0;0;85.665;25.935;15.216;10.968;2.055;9.635;3.903;17.664;0.289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
