standID;simulation;area;yCoord;xCoord;height;lakeIndex;seaIndex;ddy;maingroup;sitetype;specification;subgroup;mainspecies;NPV_3.0;NPV_3.2;NPV_3.4;NPV_3.6;NPV_3.8;NPV_4.0;NPV_4.2;NPV_4.4;NPV_4.6;NPV_4.8;NPV_5.0;NPV_5.2;NPV_5.4;NPV_5.6;NPV_5.8;NPV_6.0
optiStand;912;1;7215;451;50;0.04;0;1094;1;2;-99;2;2;24463.3262;23698.1797;23024.5449;22427.1465;21893.875;21415.002;20982.6777;20590.459;20233.0566;19906.0234;19605.6699;19328.875;19072.9746;18835.6895;18615.0684;18409.416
