standID;simulation;area;yCoord;xCoord;height;lakeIndex;seaIndex;ddy;maingroup;sitetype;specification;subgroup;mainspecies;NPV_3.0;NPV_3.2;NPV_3.4;NPV_3.6;NPV_3.8;NPV_4.0;NPV_4.2;NPV_4.4;NPV_4.6;NPV_4.8;NPV_5.0;NPV_5.2;NPV_5.4;NPV_5.6;NPV_5.8;NPV_6.0
optiStand;1710;1;7215;451;50;0.04;0;1094;1;3;-99;2;2;18299.1953;17686.0918;17141.168;16653.6055;16214.7725;15817.6855;15456.6543;15126.9717;14824.7422;14546.6699;14290;14052.3701;13831.7549;13626.4229;13434.8623;13255.7598
