standID;simulation;area;yCoord;xCoord;height;lakeIndex;seaIndex;ddy;maingroup;sitetype;specification;subgroup;mainspecies;NPV_3.0;NPV_3.2;NPV_3.4;NPV_3.6;NPV_3.8;NPV_4.0;NPV_4.2;NPV_4.4;NPV_4.6;NPV_4.8;NPV_5.0;NPV_5.2;NPV_5.4;NPV_5.6;NPV_5.8;NPV_6.0
optiStand;948;1;6693.2;389.8;60;0.009;0.006;1394;1;2;-99;2;2;28716.8359;27670.3223;26744.7969;25920.2383;25180.7871;24513.6836;23908.6465;23357.2188;22852.4238;22388.4922;21960.5352;21564.4668;21196.7656;20854.4355;20534.9063;20235.9492
